#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq
GCA_000703545.1	PRJNA233793	SAMN02687518	JNPY00000000.1	na	1444136	562	Escherichia coli 1-392-07_S3_C1	strain=1-392-07_S3_C1		latest	Contig	Major	Full	2014/06/11	ASM70354v1	IGS	GCF_000703545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/545/GCA_000703545.1_ASM70354v1	
GCA_000703565.1	PRJNA233919	SAMN02687506	JNPZ00000000.1	na	1444262	562	Escherichia coli 2-177-06_S4_C3	strain=2-177-06_S4_C3		latest	Contig	Major	Full	2014/06/11	ASM70356v1	IGS	GCF_000703565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/565/GCA_000703565.1_ASM70356v1	
GCA_000703585.1	PRJNA233837	SAMN02687489	JNQA00000000.1	na	1444180	562	Escherichia coli 2-210-07_S3_C3	strain=2-210-07_S3_C3		latest	Contig	Major	Full	2014/06/11	ASM70358v1	IGS	GCF_000703585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/585/GCA_000703585.1_ASM70358v1	
GCA_000703605.1	PRJNA233834	SAMN02680106	JNOZ00000000.1	na	1444177	562	Escherichia coli 2-052-05_S3_C3	strain=2-052-05_S3_C3		latest	Contig	Major	Full	2014/06/11	ASM70360v1	IGS	GCF_000703605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/605/GCA_000703605.1_ASM70360v1	
GCA_000703625.1	PRJNA233889	SAMN02680135	JNPN00000000.1	na	1444232	562	Escherichia coli 2-177-06_S4_C2	strain=2-177-06_S4_C2		latest	Contig	Major	Full	2014/06/11	ASM70362v1	IGS	GCF_000703625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/625/GCA_000703625.1_ASM70362v1	
GCA_000703645.1	PRJNA233778	SAMN02687494	JNPI00000000.1	na	1444121	562	Escherichia coli 2-177-06_S3_C1	strain=2-177-06_S3_C1		latest	Contig	Major	Full	2014/06/11	ASM70364v1	IGS	GCF_000703645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/645/GCA_000703645.1_ASM70364v1	
GCA_000703665.1	PRJNA233860	SAMN02680195	JNPJ00000000.1	na	1444203	562	Escherichia coli 2-156-04_S4_C1	strain=2-156-04_S4_C1		latest	Contig	Major	Full	2014/06/11	ASM70366v1	IGS	GCF_000703665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/665/GCA_000703665.1_ASM70366v1	
GCA_000703685.1	PRJNA233753	SAMN02680242	JNPM00000000.1	na	1444096	562	Escherichia coli 2-177-06_S1_C3	strain=2-177-06_S1_C3		latest	Contig	Major	Full	2014/06/11	ASM70368v1	IGS	GCF_000703685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/685/GCA_000703685.1_ASM70368v1	
GCA_000703705.1	PRJNA233725	SAMN02687471	JNPL00000000.1	na	1444068	562	Escherichia coli 2-177-06_S1_C2	strain=2-177-06_S1_C2		latest	Contig	Major	Full	2014/06/11	ASM70370v1	IGS	GCF_000703705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/705/GCA_000703705.1_ASM70370v1	
GCA_000703725.1	PRJNA233807	SAMN02680254	JNPK00000000.1	na	1444150	562	Escherichia coli 2-156-04_S3_C2	strain=2-156-04_S3_C2		latest	Contig	Major	Full	2014/06/11	ASM70372v1	IGS	GCF_000703725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/725/GCA_000703725.1_ASM70372v1	
GCA_000703745.1	PRJNA233835	SAMN02687520	JNPG00000000.1	na	1444178	562	Escherichia coli 2-156-04_S3_C3	strain=2-156-04_S3_C3		latest	Contig	Major	Full	2014/06/11	ASM70374v1	IGS	GCF_000703745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/745/GCA_000703745.1_ASM70374v1	
GCA_000703765.1	PRJNA233754	SAMN02680140	JNPO00000000.1	na	1444097	562	Escherichia coli 2-210-07_S1_C3	strain=2-210-07_S1_C3		latest	Contig	Major	Full	2014/06/11	ASM70376v1	IGS	GCF_000703765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/765/GCA_000703765.1_ASM70376v1	
GCA_000703785.1	PRJNA233821	SAMN02680159	JNPP00000000.1	na	1444164	562	Escherichia coli 1-392-07_S3_C2	strain=1-392-07_S3_C2		latest	Contig	Major	Full	2014/06/11	ASM70378v1	IGS	GCF_000703785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/785/GCA_000703785.1_ASM70378v1	
GCA_000703805.1	PRJNA233774	SAMN02687479	JNPQ00000000.1	na	1444117	562	Escherichia coli 2-005-03_S3_C1	strain=2-005-03_S3_C1		latest	Contig	Major	Full	2014/06/11	ASM70380v1	IGS	GCF_000703805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/805/GCA_000703805.1_ASM70380v1	
GCA_000703825.1	PRJNA233832	SAMN02687504	JNPR00000000.1	na	1444175	562	Escherichia coli 2-005-03_S3_C3	strain=2-005-03_S3_C3		latest	Contig	Major	Full	2014/06/11	ASM70382v1	IGS	GCF_000703825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/825/GCA_000703825.1_ASM70382v1	
GCA_000703845.1	PRJNA233857	SAMN02680138	JNPS00000000.1	na	1444200	562	Escherichia coli 2-005-03_S4_C1	strain=2-005-03_S4_C1		latest	Contig	Major	Full	2014/06/11	ASM70384v1	IGS	GCF_000703845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/845/GCA_000703845.1_ASM70384v1	
GCA_000703865.1	PRJNA233710	SAMN02680099	JNPT00000000.1	na	1444053	562	Escherichia coli 1-392-07_S1_C1	strain=1-392-07_S1_C1		latest	Contig	Major	Full	2014/06/11	ASM70386v1	IGS	GCF_000703865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/865/GCA_000703865.1_ASM70386v1	
GCA_000703885.1	PRJNA233738	SAMN02680262	JNPU00000000.1	na	1444081	562	Escherichia coli 1-392-07_S1_C2	strain=1-392-07_S1_C2		latest	Contig	Major	Full	2014/06/11	ASM70388v1	IGS	GCF_000703885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/885/GCA_000703885.1_ASM70388v1	
GCA_000703905.1	PRJNA233726	SAMN02680198	JNPV00000000.1	na	1444069	562	Escherichia coli 2-210-07_S1_C2	strain=2-210-07_S1_C2		latest	Contig	Major	Full	2014/06/11	ASM70390v1	IGS	GCF_000703905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/905/GCA_000703905.1_ASM70390v1	
GCA_000703925.1	PRJNA233862	SAMN02687528	JNPW00000000.1	na	1444205	562	Escherichia coli 2-210-07_S4_C1	strain=2-210-07_S4_C1		latest	Contig	Major	Full	2014/06/11	ASM70392v1	IGS	GCF_000703925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/925/GCA_000703925.1_ASM70392v1	
GCA_000703945.1	PRJNA233809	SAMN02680129	JNPX00000000.1	na	1444152	562	Escherichia coli 2-210-07_S3_C2	strain=2-210-07_S3_C2		latest	Contig	Major	Full	2014/06/11	ASM70394v1	IGS	GCF_000703945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/945/GCA_000703945.1_ASM70394v1	
GCA_000703965.1	PRJNA233698	SAMN02680155	JNQK00000000.1	na	1444041	562	Escherichia coli 2-222-05_S1_C1	strain=2-222-05_S1_C1		latest	Contig	Major	Full	2014/06/11	ASM70396v1	IGS	GCF_000703965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/965/GCA_000703965.1_ASM70396v1	
GCA_000703985.1	PRJNA233920	SAMN02680136	JNQJ00000000.1	na	1444263	562	Escherichia coli 2-210-07_S4_C3	strain=2-210-07_S4_C3		latest	Contig	Major	Full	2014/06/11	ASM70398v1	IGS	GCF_000703985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/985/GCA_000703985.1_ASM70398v1	
GCA_000704005.1	PRJNA233808	SAMN02680141	JNQF00000000.1	na	1444151	562	Escherichia coli 2-177-06_S3_C2	strain=2-177-06_S3_C2		latest	Contig	Major	Full	2014/06/11	ASM70400v1	IGS	GCF_000704005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/005/GCA_000704005.1_ASM70400v1	
GCA_000704025.1	PRJNA233888	SAMN02687538	JNQD00000000.1	na	1444231	562	Escherichia coli 2-156-04_S4_C2	strain=2-156-04_S4_C2		latest	Contig	Major	Full	2014/06/11	ASM70402v1	IGS	GCF_000704025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/025/GCA_000704025.1_ASM70402v1	
GCA_000704045.1	PRJNA233781	SAMN02680243	JNQP00000000.1	na	1444124	562	Escherichia coli 2-316-03_S3_C1	strain=2-316-03_S3_C1		latest	Contig	Major	Full	2014/06/11	ASM70404v1	IGS	GCF_000704045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/045/GCA_000704045.1_ASM70404v1	
GCA_000704065.1	PRJNA233811	SAMN02680157	JNQQ00000000.1	na	1444154	562	Escherichia coli 2-316-03_S3_C2	strain=2-316-03_S3_C2		latest	Contig	Major	Full	2014/06/11	ASM70406v1	IGS	GCF_000704065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/065/GCA_000704065.1_ASM70406v1	
GCA_000704085.1	PRJNA233839	SAMN02680240	JNQR00000000.1	na	1444182	562	Escherichia coli 2-316-03_S3_C3	strain=2-316-03_S3_C3		latest	Contig	Major	Full	2014/06/11	ASM70408v1	IGS	GCF_000704085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/085/GCA_000704085.1_ASM70408v1	
GCA_000704105.1	PRJNA233918	SAMN02687516	JNQE00000000.1	na	1444261	562	Escherichia coli 2-156-04_S4_C3	strain=2-156-04_S4_C3		latest	Contig	Major	Full	2014/06/11	ASM70410v1	IGS	GCF_000704105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/105/GCA_000704105.1_ASM70410v1	
GCA_000704125.1	PRJNA233727	SAMN02680216	JNQL00000000.1	na	1444070	562	Escherichia coli 2-222-05_S1_C2	strain=2-222-05_S1_C2		latest	Contig	Major	Full	2014/06/11	ASM70412v1	IGS	GCF_000704125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/125/GCA_000704125.1_ASM70412v1	
GCA_000704145.1	PRJNA233838	SAMN02680102	JNQN00000000.1	na	1444181	562	Escherichia coli 2-222-05_S3_C3	strain=2-222-05_S3_C3		latest	Contig	Major	Full	2014/06/11	ASM70414v1	IGS	GCF_000704145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/145/GCA_000704145.1_ASM70414v1	
GCA_000704165.1	PRJNA233891	SAMN02680255	JNQO00000000.1	na	1444234	562	Escherichia coli 2-222-05_S4_C2	strain=2-222-05_S4_C2		latest	Contig	Major	Full	2014/06/11	ASM70416v1	IGS	GCF_000704165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/165/GCA_000704165.1_ASM70416v1	
GCA_000704185.1	PRJNA233890	SAMN02680252	JNQI00000000.1	na	1444233	562	Escherichia coli 2-210-07_S4_C2	strain=2-210-07_S4_C2		latest	Contig	Major	Full	2014/06/11	ASM70418v1	IGS	GCF_000704185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/185/GCA_000704185.1_ASM70418v1	
GCA_000704205.1	PRJNA233779	SAMN02687540	JNQH00000000.1	na	1444122	562	Escherichia coli 2-210-07_S3_C1	strain=2-210-07_S3_C1		latest	Contig	Major	Full	2014/06/11	ASM70420v1	IGS	GCF_000704205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/205/GCA_000704205.1_ASM70420v1	
GCA_000704225.1	PRJNA233861	SAMN02687498	JNQG00000000.1	na	1444204	562	Escherichia coli 2-177-06_S4_C1	strain=2-177-06_S4_C1		latest	Contig	Major	Full	2014/06/11	ASM70422v1	IGS	GCF_000704225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/225/GCA_000704225.1_ASM70422v1	
GCA_000704245.1	PRJNA233709	SAMN02680097	JNQB00000000.1	na	1444052	562	Escherichia coli 1-250-04_S1_C1	strain=1-250-04_S1_C1		latest	Contig	Major	Full	2014/06/11	ASM70424v1	IGS	GCF_000704245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/245/GCA_000704245.1_ASM70424v1	
GCA_000704265.1	PRJNA233737	SAMN02680224	JNQC00000000.1	na	1444080	562	Escherichia coli 1-250-04_S1_C2	strain=1-250-04_S1_C2		latest	Contig	Major	Full	2014/06/11	ASM70426v1	IGS	GCF_000704265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/265/GCA_000704265.1_ASM70426v1	
GCA_000704285.1	PRJNA233755	SAMN02687472	JNQM00000000.1	na	1444098	562	Escherichia coli 2-222-05_S1_C3	strain=2-222-05_S1_C3		latest	Contig	Major	Full	2014/06/11	ASM70428v1	IGS	GCF_000704285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/285/GCA_000704285.1_ASM70428v1	
GCA_000704305.1	PRJNA233864	SAMN02687490	JNQS00000000.1	na	1444207	562	Escherichia coli 2-316-03_S4_C1	strain=2-316-03_S4_C1		latest	Contig	Major	Full	2014/06/11	ASM70430v1	IGS	GCF_000704305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/305/GCA_000704305.1_ASM70430v1	
GCA_000704325.1	PRJNA233892	SAMN02680191	JNQT00000000.1	na	1444235	562	Escherichia coli 2-316-03_S4_C2	strain=2-316-03_S4_C2		latest	Contig	Major	Full	2014/06/11	ASM70432v1	IGS	GCF_000704325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/325/GCA_000704325.1_ASM70432v1	
GCA_000704345.1	PRJNA233922	SAMN02680150	JNQU00000000.1	na	1444265	562	Escherichia coli 2-316-03_S4_C3	strain=2-316-03_S4_C3		latest	Contig	Major	Full	2014/06/11	ASM70434v1	IGS	GCF_000704345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/345/GCA_000704345.1_ASM70434v1	
GCA_000704365.1	PRJNA233729	SAMN02680164	JNQW00000000.1	na	1444072	562	Escherichia coli 2-427-07_S1_C2	strain=2-427-07_S1_C2		latest	Contig	Major	Full	2014/06/11	ASM70436v1	IGS	GCF_000704365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/365/GCA_000704365.1_ASM70436v1	
GCA_000704385.1	PRJNA233782	SAMN02680161	JNQX00000000.1	na	1444125	562	Escherichia coli 2-427-07_S3_C1	strain=2-427-07_S3_C1		latest	Contig	Major	Full	2014/06/11	ASM70438v1	IGS	GCF_000704385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/385/GCA_000704385.1_ASM70438v1	
GCA_000704405.1	PRJNA233840	SAMN02680166	JNQY00000000.1	na	1444183	562	Escherichia coli 2-427-07_S3_C3	strain=2-427-07_S3_C3		latest	Contig	Major	Full	2014/06/11	ASM70440v1	IGS	GCF_000704405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/405/GCA_000704405.1_ASM70440v1	
GCA_000704425.1	PRJNA233865	SAMN02687491	JNQZ00000000.1	na	1444208	562	Escherichia coli 2-427-07_S4_C1	strain=2-427-07_S4_C1		latest	Contig	Major	Full	2014/06/11	ASM70442v1	IGS	GCF_000704425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/425/GCA_000704425.1_ASM70442v1	
GCA_000704445.1	PRJNA233893	SAMN02680145	JNRA00000000.1	na	1444236	562	Escherichia coli 2-427-07_S4_C2	strain=2-427-07_S4_C2		latest	Contig	Major	Full	2014/06/11	ASM70444v1	IGS	GCF_000704445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/445/GCA_000704445.1_ASM70444v1	
GCA_000704465.1	PRJNA233783	SAMN02680247	JNRB00000000.1	na	1444126	562	Escherichia coli 2-460-02_S3_C1	strain=2-460-02_S3_C1		latest	Contig	Major	Full	2014/06/11	ASM70446v1	IGS	GCF_000704465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/465/GCA_000704465.1_ASM70446v1	
GCA_000704485.1	PRJNA233812	SAMN02680231	JNRC00000000.1	na	1444155	562	Escherichia coli 2-460-02_S3_C2	strain=2-460-02_S3_C2		latest	Contig	Major	Full	2014/06/11	ASM70448v1	IGS	GCF_000704485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/485/GCA_000704485.1_ASM70448v1	
GCA_000704505.1	PRJNA233841	SAMN02680134	JNRD00000000.1	na	1444184	562	Escherichia coli 2-460-02_S3_C3	strain=2-460-02_S3_C3		latest	Contig	Major	Full	2014/06/11	ASM70450v1	IGS	GCF_000704505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/505/GCA_000704505.1_ASM70450v1	
GCA_000704525.1	PRJNA233894	SAMN02687521	JNRE00000000.1	na	1444237	562	Escherichia coli 2-460-02_S4_C2	strain=2-460-02_S4_C2		latest	Contig	Major	Full	2014/06/11	ASM70452v1	IGS	GCF_000704525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/525/GCA_000704525.1_ASM70452v1	
GCA_000704545.1	PRJNA233924	SAMN02687536	JNRF00000000.1	na	1444267	562	Escherichia coli 2-460-02_S4_C3	strain=2-460-02_S4_C3		latest	Contig	Major	Full	2014/06/11	ASM70454v1	IGS	GCF_000704545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/545/GCA_000704545.1_ASM70454v1	
GCA_000704565.1	PRJNA233702	SAMN02680237	JNRG00000000.1	na	1444045	562	Escherichia coli 2-474-04_S1_C1	strain=2-474-04_S1_C1		latest	Contig	Major	Full	2014/06/11	ASM70456v1	IGS	GCF_000704565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/565/GCA_000704565.1_ASM70456v1	
GCA_000704585.1	PRJNA233784	SAMN02680249	JNRH00000000.1	na	1444127	562	Escherichia coli 2-474-04_S3_C1	strain=2-474-04_S3_C1		latest	Contig	Major	Full	2014/06/11	ASM70458v1	IGS	GCF_000704585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/585/GCA_000704585.1_ASM70458v1	
GCA_000704605.1	PRJNA233813	SAMN02687508	JNRI00000000.1	na	1444156	562	Escherichia coli 2-474-04_S3_C2	strain=2-474-04_S3_C2		latest	Contig	Major	Full	2014/06/11	ASM70460v1	IGS	GCF_000704605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/605/GCA_000704605.1_ASM70460v1	
GCA_000704625.1	PRJNA233756	SAMN02680177	JNRJ00000000.1	na	1444099	562	Escherichia coli 2-427-07_S1_C3	strain=2-427-07_S1_C3		latest	Contig	Major	Full	2014/06/11	ASM70462v1	IGS	GCF_000704625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/625/GCA_000704625.1_ASM70462v1	
GCA_000704645.1	PRJNA233731	SAMN02680174	JNRK00000000.1	na	1444074	562	Escherichia coli 2-474-04_S1_C2	strain=2-474-04_S1_C2		latest	Contig	Major	Full	2014/06/11	ASM70464v1	IGS	GCF_000704645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/645/GCA_000704645.1_ASM70464v1	
GCA_000704665.1	PRJNA233842	SAMN02687527	JNRL00000000.1	na	1444185	562	Escherichia coli 2-474-04_S3_C3	strain=2-474-04_S3_C3		latest	Contig	Major	Full	2014/06/11	ASM70466v1	IGS	GCF_000704665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/665/GCA_000704665.1_ASM70466v1	
GCA_000704685.1	PRJNA233711	SAMN02680139	JNRO00000000.1	na	1444054	562	Escherichia coli 3-020-07_S1_C1	strain=3-020-07_S1_C1		latest	Contig	Major	Full	2014/06/11	ASM70468v1	IGS	GCF_000704685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/685/GCA_000704685.1_ASM70468v1	
GCA_000704705.1	PRJNA233895	SAMN02687511	JNRM00000000.1	na	1444238	562	Escherichia coli 2-474-04_S4_C2	strain=2-474-04_S4_C2		latest	Contig	Major	Full	2014/06/11	ASM70470v1	IGS	GCF_000704705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/705/GCA_000704705.1_ASM70470v1	
GCA_000704725.1	PRJNA233925	SAMN02687523	JNRN00000000.1	na	1444268	562	Escherichia coli 2-474-04_S4_C3	strain=2-474-04_S4_C3		latest	Contig	Major	Full	2014/06/11	ASM70472v1	IGS	GCF_000704725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/725/GCA_000704725.1_ASM70472v1	
GCA_000704745.1	PRJNA233739	SAMN02680185	JNRP00000000.1	na	1444082	562	Escherichia coli 3-020-07_S1_C2	strain=3-020-07_S1_C2		latest	Contig	Major	Full	2014/06/11	ASM70474v1	IGS	GCF_000704745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/745/GCA_000704745.1_ASM70474v1	
GCA_000704765.1	PRJNA233765	SAMN02687535	JNRQ00000000.1	na	1444108	562	Escherichia coli 3-020-07_S1_C3	strain=3-020-07_S1_C3		latest	Contig	Major	Full	2014/06/11	ASM70476v1	IGS	GCF_000704765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/765/GCA_000704765.1_ASM70476v1	
GCA_000704785.1	PRJNA233794	SAMN02680107	JNRR00000000.1	na	1444137	562	Escherichia coli 3-020-07_S3_C1	strain=3-020-07_S3_C1		latest	Contig	Major	Full	2014/06/11	ASM70478v1	IGS	GCF_000704785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/785/GCA_000704785.1_ASM70478v1	
GCA_000704805.1	PRJNA233905	SAMN02680217	JNRS00000000.1	na	1444248	562	Escherichia coli 3-020-07_S4_C2	strain=3-020-07_S4_C2		latest	Contig	Major	Full	2014/06/11	ASM70480v1	IGS	GCF_000704805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/805/GCA_000704805.1_ASM70480v1	
GCA_000704825.1	PRJNA233933	SAMN02680205	JNRT00000000.1	na	1444276	562	Escherichia coli 3-020-07_S4_C3	strain=3-020-07_S4_C3		latest	Contig	Major	Full	2014/06/11	ASM70482v1	IGS	GCF_000704825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/825/GCA_000704825.1_ASM70482v1	
GCA_000704845.1	PRJNA233712	SAMN02680192	JNRU00000000.1	na	1444055	562	Escherichia coli 3-073-06_S1_C1	strain=3-073-06_S1_C1		latest	Contig	Major	Full	2014/06/11	ASM70484v1	IGS	GCF_000704845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/845/GCA_000704845.1_ASM70484v1	
GCA_000704865.1	PRJNA233740	SAMN02680241	JNRV00000000.1	na	1444083	562	Escherichia coli 3-073-06_S1_C2	strain=3-073-06_S1_C2		latest	Contig	Major	Full	2014/06/11	ASM70486v1	IGS	GCF_000704865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/865/GCA_000704865.1_ASM70486v1	
GCA_000704885.1	PRJNA233795	SAMN02680167	JNRW00000000.1	na	1444138	562	Escherichia coli 3-073-06_S3_C1	strain=3-073-06_S3_C1		latest	Contig	Major	Full	2014/06/11	ASM70488v1	IGS	GCF_000704885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/885/GCA_000704885.1_ASM70488v1	
GCA_000704905.1	PRJNA233823	SAMN02687522	JNRX00000000.1	na	1444166	562	Escherichia coli 3-073-06_S3_C2	strain=3-073-06_S3_C2		latest	Contig	Major	Full	2014/06/11	ASM70490v1	IGS	GCF_000704905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/905/GCA_000704905.1_ASM70490v1	
GCA_000704925.1	PRJNA233700	SAMN02680225	JNQV00000000.1	na	1444043	562	Escherichia coli 2-427-07_S1_C1	strain=2-427-07_S1_C1		latest	Contig	Major	Full	2014/06/11	ASM70492v1	IGS	GCF_000704925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/925/GCA_000704925.1_ASM70492v1	
GCA_000704945.1	PRJNA233906	SAMN02680245	JNRY00000000.1	na	1444249	562	Escherichia coli 3-073-06_S4_C2	strain=3-073-06_S4_C2		latest	Contig	Major	Full	2014/06/11	ASM70494v1	IGS	GCF_000704945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/945/GCA_000704945.1_ASM70494v1	
GCA_000704965.1	PRJNA233934	SAMN02680092	JNRZ00000000.1	na	1444277	562	Escherichia coli 3-073-06_S4_C3	strain=3-073-06_S4_C3		latest	Contig	Major	Full	2014/06/11	ASM70496v1	IGS	GCF_000704965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/965/GCA_000704965.1_ASM70496v1	
GCA_000704985.1	PRJNA233741	SAMN02680202	JNSA00000000.1	na	1444084	562	Escherichia coli 3-105-05_S1_C2	strain=3-105-05_S1_C2		latest	Contig	Major	Full	2014/06/11	ASM70498v1	IGS	GCF_000704985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/704/985/GCA_000704985.1_ASM70498v1	
GCA_000705005.1	PRJNA233767	SAMN02680226	JNSB00000000.1	na	1444110	562	Escherichia coli 3-105-05_S1_C3	strain=3-105-05_S1_C3		latest	Contig	Major	Full	2014/06/11	ASM70500v1	IGS	GCF_000705005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/005/GCA_000705005.1_ASM70500v1	
GCA_000708145.1	PRJNA238907	SAMN02647028	JFJM00000000.1	na	562	562	Escherichia coli	strain=EC1		latest	Contig	Major	Full	2014/06/16	E_coli_EC1.contigs	USFDA	GCF_000708145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/708/145/GCA_000708145.1_E_coli_EC1.contigs	
